ROW_ID,ORDER_ID,ORDER_DATE,ORDER_DATE_ID,ORDER_MONTH,SHIP_DATE,CUSTOMER_ID,PRODUCT_ID,LOCATION_ID,SALES
174,CA-2015-118962,2015-05-08,20150508,May,2015-09-08,CS-12130,FUR-CH-10003817,182,340.14
181,CA-2015-166191,2015-05-12,20150512,May,2015-09-12,DK-13150,OFF-ST-10003455,77,24.82
182,CA-2015-166191,2015-05-12,20150512,May,2015-09-12,DK-13150,TEC-AC-10004659,77,408.74
202,CA-2015-133690,2015-03-08,20150308,Mar,2015-05-08,BS-11755,FUR-TA-10004289,130,218.75
203,CA-2015-133690,2015-03-08,20150308,Mar,2015-05-08,BS-11755,OFF-AP-10003622,130,2.60
205,CA-2018-126382,2018-03-06,20180306,Mar,2018-07-06,HK-14890,FUR-FU-10002960,345,35.17
207,CA-2018-135860,2018-01-12,20180112,Jan,2018-07-12,JH-15985,OFF-ST-10000642,14,83.92
208,CA-2018-135860,2018-01-12,20180112,Jan,2018-07-12,JH-15985,TEC-PH-10001700,14,131.98
209,CA-2018-135860,2018-01-12,20180112,Jan,2018-07-12,JH-15985,OFF-BI-10003274,14,15.92
210,CA-2018-135860,2018-01-12,20180112,Jan,2018-07-12,JH-15985,OFF-FA-10000134,14,52.29
211,CA-2018-135860,2018-01-12,20180112,Jan,2018-07-12,JH-15985,OFF-ST-10001522,14,91.99
213,CA-2016-146262,2016-02-01,20160201,Feb,2016-09-01,VW-21775,OFF-LA-10004544,385,23.68
214,CA-2016-146262,2016-02-01,20160201,Feb,2016-09-01,VW-21775,FUR-BO-10004695,385,452.45
215,CA-2016-146262,2016-02-01,20160201,Feb,2016-09-01,VW-21775,TEC-PH-10002844,385,62.98
216,CA-2016-146262,2016-02-01,20160201,Feb,2016-09-01,VW-21775,TEC-MA-10000864,385,1188.00
217,CA-2016-146262,2016-02-01,20160201,Feb,2016-09-01,VW-21775,TEC-AC-10000109,385,89.58
232,US-2018-100930,2018-07-04,20180704,Jul,2018-12-04,CS-12400,FUR-TA-10001705,98,233.86
233,US-2018-100930,2018-07-04,20180704,Jul,2018-12-04,CS-12400,FUR-TA-10003473,98,620.61
234,US-2018-100930,2018-07-04,20180704,Jul,2018-12-04,CS-12400,OFF-BI-10001679,98,5.33
235,US-2018-100930,2018-07-04,20180704,Jul,2018-12-04,CS-12400,FUR-FU-10004017,98,258.07
236,US-2018-100930,2018-07-04,20180704,Jul,2018-12-04,CS-12400,TEC-AC-10003832,98,617.98
238,CA-2017-157749,2017-04-06,20170406,Apr,2017-09-06,KL-16645,OFF-PA-10003349,73,25.92
239,CA-2017-157749,2017-04-06,20170406,Apr,2017-09-06,KL-16645,FUR-FU-10000576,73,419.68
240,CA-2017-157749,2017-04-06,20170406,Apr,2017-09-06,KL-16645,FUR-FU-10004351,73,11.69
241,CA-2017-157749,2017-04-06,20170406,Apr,2017-09-06,KL-16645,TEC-PH-10000011,73,31.98
242,CA-2017-157749,2017-04-06,20170406,Apr,2017-09-06,KL-16645,FUR-TA-10002607,73,177.22
243,CA-2017-157749,2017-04-06,20170406,Apr,2017-09-06,KL-16645,FUR-FU-10002505,73,4.04
244,CA-2017-157749,2017-04-06,20170406,Apr,2017-09-06,KL-16645,OFF-AR-10004685,73,7.41
245,CA-2015-131926,2015-01-06,20150106,Jan,2015-06-06,DW-13480,FUR-CH-10004063,10,2001.86
246,CA-2015-131926,2015-01-06,20150106,Jan,2015-06-06,DW-13480,OFF-ST-10002276,10,166.72
247,CA-2015-131926,2015-01-06,20150106,Jan,2015-06-06,DW-13480,OFF-PA-10004082,10,47.88
248,CA-2015-131926,2015-01-06,20150106,Jan,2015-06-06,DW-13480,OFF-AP-10002945,10,1503.25
249,CA-2015-131926,2015-01-06,20150106,Jan,2015-06-06,DW-13480,OFF-PA-10000061,10,25.92
259,CA-2018-163139,2018-01-12,20180112,Jan,2018-03-12,CC-12670,TEC-AC-10000290,399,20.37
260,CA-2018-163139,2018-01-12,20180112,Jan,2018-03-12,CC-12670,OFF-ST-10002790,399,221.55
261,CA-2018-163139,2018-01-12,20180112,Jan,2018-03-12,CC-12670,OFF-BI-10003460,399,17.52
262,US-2018-155299,2018-08-06,20180806,Aug,2018-12-06,Dl-13600,OFF-AP-10002203,326,1.62
283,CA-2016-130890,2016-02-11,20160211,Feb,2016-06-11,JO-15280,FUR-TA-10002903,182,1038.84
305,CA-2016-144253,2016-04-05,20160405,Apr,2016-09-05,AS-10225,FUR-FU-10002671,402,26.80
307,CA-2015-111003,2015-01-06,20150106,Jan,2015-06-06,CR-12625,OFF-BI-10001072,415,45.48
308,CA-2015-111003,2015-01-06,20150106,Jan,2015-06-06,CR-12625,OFF-AR-10002135,415,289.20
318,CA-2015-164973,2015-04-11,20150411,Apr,2015-09-11,NM-18445,FUR-CH-10002602,402,135.88
319,CA-2015-164973,2015-04-11,20150411,Apr,2015-09-11,NM-18445,TEC-MA-10002927,402,3991.98
320,CA-2015-164973,2015-04-11,20150411,Apr,2015-09-11,NM-18445,TEC-PH-10004093,402,275.94
321,CA-2015-164973,2015-04-11,20150411,Apr,2015-09-11,NM-18445,TEC-AC-10000892,402,360.00
322,CA-2015-164973,2015-04-11,20150411,Apr,2015-09-11,NM-18445,OFF-ST-10002974,402,43.57
326,CA-2018-153339,2018-03-11,20180311,Mar,2018-05-11,DJ-13510,FUR-FU-10001967,350,15.99
335,CA-2016-137946,2016-01-09,20160109,Jan,2016-04-09,DB-13615,OFF-BI-10001922,185,4.75
336,CA-2016-137946,2016-01-09,20160109,Jan,2016-04-09,DB-13615,TEC-CO-10001449,185,959.98
337,CA-2016-137946,2016-01-09,20160109,Jan,2016-04-09,DB-13615,OFF-BI-10004140,185,14.37
347,CA-2018-134306,2018-08-07,20180807,Aug,2018-12-07,TD-20995,OFF-AR-10004027,39,7.56
348,CA-2018-134306,2018-08-07,20180807,Aug,2018-12-07,TD-20995,OFF-PA-10000249,39,24.56
349,CA-2018-134306,2018-08-07,20180807,Aug,2018-12-07,TD-20995,OFF-AR-10001374,39,12.96
350,CA-2017-129714,2017-01-09,20170109,Jan,2017-03-09,AB-10060,TEC-AC-10000290,399,6.79
351,CA-2017-129714,2017-01-09,20170109,Jan,2017-03-09,AB-10060,OFF-PA-10001970,399,24.56
352,CA-2017-129714,2017-01-09,20170109,Jan,2017-03-09,AB-10060,OFF-BI-10002160,399,3.05
353,CA-2017-129714,2017-01-09,20170109,Jan,2017-03-09,AB-10060,OFF-PA-10001970,399,49.12
354,CA-2017-129714,2017-01-09,20170109,Jan,2017-03-09,AB-10060,OFF-BI-10004995,399,4355.17
360,CA-2018-155698,2018-08-03,20180803,Aug,2018-11-03,VB-21745,OFF-AP-10001124,91,647.84
361,CA-2018-155698,2018-08-03,20180803,Aug,2018-11-03,VB-21745,OFF-LA-10001158,91,20.70
387,CA-2016-122756,2016-03-12,20160312,Mar,2016-07-12,DK-13225,TEC-MA-10001681,357,482.34
388,CA-2016-122756,2016-03-12,20160312,Mar,2016-07-12,DK-13225,FUR-FU-10001935,357,2.96
394,US-2015-134971,2015-07-06,20150706,Jul,2015-10-06,BP-11095,OFF-BI-10003982,62,12.46
399,CA-2017-108987,2017-08-09,20170809,Aug,2017-10-09,AG-10675,OFF-ST-10001580,336,35.95
400,CA-2017-108987,2017-08-09,20170809,Aug,2017-10-09,AG-10675,FUR-BO-10004834,336,2396.27
401,CA-2017-108987,2017-08-09,20170809,Aug,2017-10-09,AG-10675,OFF-ST-10000934,336,131.14
402,CA-2017-108987,2017-08-09,20170809,Aug,2017-10-09,AG-10675,TEC-AC-10000158,336,57.58
406,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,TEC-AC-10000158,153,179.95
407,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,TEC-CO-10004115,153,1199.98
408,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,OFF-PA-10003724,153,27.15
409,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,FUR-TA-10002041,153,1004.02
410,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,OFF-PA-10002893,153,9.68
411,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,OFF-LA-10003766,153,28.35
412,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,OFF-PA-10001970,153,55.98
413,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,FUR-BO-10001972,153,1336.83
414,CA-2018-117457,2018-08-12,20180812,Aug,2018-12-12,KH-16510,FUR-CH-10003956,153,113.57
415,CA-2018-142636,2018-03-11,20180311,Mar,2018-07-11,KC-16675,OFF-PA-10000157,228,139.86
416,CA-2018-142636,2018-03-11,20180311,Mar,2018-07-11,KC-16675,FUR-CH-10001891,228,307.14
419,CA-2018-154816,2018-06-11,20180611,Jun,2018-10-11,VB-21745,OFF-PA-10003845,46,5.78
420,CA-2018-110478,2018-04-03,20180403,Apr,2018-09-03,SP-20860,OFF-AR-10001573,185,9.32
421,CA-2018-110478,2018-04-03,20180403,Apr,2018-09-03,SP-20860,OFF-EN-10000483,185,15.25
429,CA-2018-152275,2018-01-10,20180110,Jan,2018-08-10,KH-16630,OFF-AR-10000369,301,6.67
434,CA-2017-127369,2017-06-06,20170606,Jun,2017-07-06,DB-13060,OFF-ST-10003306,39,714.30
441,CA-2017-115756,2017-05-09,20170509,May,2017-07-09,PK-19075,FUR-FU-10000246,25,12.22
442,CA-2017-115756,2017-05-09,20170509,May,2017-07-09,PK-19075,OFF-ST-10000060,25,194.94
443,CA-2017-115756,2017-05-09,20170509,May,2017-07-09,PK-19075,OFF-ST-10003058,25,70.95
444,CA-2017-115756,2017-05-09,20170509,May,2017-07-09,PK-19075,OFF-PA-10002222,25,91.36
445,CA-2017-115756,2017-05-09,20170509,May,2017-07-09,PK-19075,FUR-CH-10002372,25,242.94
446,CA-2017-115756,2017-05-09,20170509,May,2017-07-09,PK-19075,OFF-LA-10001317,25,22.05
448,CA-2017-166674,2017-01-04,20170104,Jan,2017-03-04,RB-19360,OFF-AR-10000588,398,59.52
449,CA-2017-166674,2017-01-04,20170104,Jan,2017-03-04,RB-19360,OFF-ST-10001469,398,161.94
450,CA-2017-166674,2017-01-04,20170104,Jan,2017-03-04,RB-19360,OFF-AR-10001953,398,263.88
451,CA-2017-166674,2017-01-04,20170104,Jan,2017-03-04,RB-19360,OFF-AR-10003156,398,30.48
452,CA-2017-166674,2017-01-04,20170104,Jan,2017-03-04,RB-19360,OFF-AR-10004974,398,9.84
453,CA-2017-166674,2017-01-04,20170104,Jan,2017-03-04,RB-19360,TEC-PH-10002365,398,35.12
472,CA-2015-144666,2015-09-11,20150911,Sep,2015-11-11,JP-15520,OFF-ST-10002743,153,340.92
473,CA-2015-144666,2015-09-11,20150911,Sep,2015-11-11,JP-15520,FUR-BO-10001601,153,222.67
474,CA-2015-144666,2015-09-11,20150911,Sep,2015-11-11,JP-15520,TEC-PH-10002680,153,703.97
475,CA-2015-144666,2015-09-11,20150911,Sep,2015-11-11,JP-15520,OFF-ST-10001321,153,92.52
476,CA-2015-144666,2015-09-11,20150911,Sep,2015-11-11,JP-15520,OFF-PA-10001509,153,62.65
477,CA-2015-144666,2015-09-11,20150911,Sep,2015-11-11,JP-15520,OFF-PA-10003465,153,94.85
482,CA-2015-134677,2015-06-10,20150610,Jun,2015-10-10,XP-21865,TEC-AC-10001445,175,9.09
482,CA-2015-134677,2015-06-10,20150610,Jun,2015-10-10,XP-21865,TEC-AC-10001445,176,9.09
529,US-2016-138303,2016-03-09,20160309,Mar,2016-07-09,MG-18145,OFF-ST-10004963,360,36.34
530,US-2016-138303,2016-03-09,20160309,Mar,2016-07-09,MG-18145,OFF-SU-10002881,360,666.25
531,US-2016-138303,2016-03-09,20160309,Mar,2016-07-09,MG-18145,OFF-EN-10001335,360,52.51
532,CA-2016-102848,2016-07-11,20160711,Jul,2016-09-11,KB-16240,FUR-CH-10000595,184,190.72
533,US-2018-129441,2018-07-09,20180709,Jul,2018-11-09,JC-15340,FUR-FU-10000448,183,47.94
537,US-2018-122637,2018-03-09,20180309,Mar,2018-08-09,EP-13915,OFF-BI-10002429,75,42.62
538,CA-2016-147851,2016-03-12,20160312,Mar,2016-08-12,MP-17470,OFF-BI-10004528,399,10.75
539,CA-2016-134894,2016-07-12,20160712,Jul,2016-11-12,DK-12985,OFF-AP-10001271,45,152.94
540,CA-2016-134894,2016-07-12,20160712,Jul,2016-11-12,DK-12985,FUR-CH-10002647,45,283.92
541,CA-2015-140795,2015-01-02,20150102,Jan,2015-03-02,BD-11500,TEC-AC-10001432,221,468.90
553,CA-2018-112774,2018-11-09,20181109,Nov,2018-12-09,RC-19960,FUR-FU-10003039,115,34.50
556,CA-2015-155852,2015-03-03,20150303,Mar,2015-07-03,AJ-10945,OFF-AR-10003560,423,19.46
564,CA-2016-130736,2016-07-12,20160712,Jul,2016-09-12,JF-15490,OFF-FA-10003467,228,3.96
565,CA-2016-130736,2016-07-12,20160712,Jul,2016-09-12,JF-15490,OFF-LA-10000634,228,2.61
566,CA-2018-137099,2018-07-12,20180712,Jul,2018-10-12,FP-14320,TEC-PH-10002496,186,374.38
567,CA-2018-156951,2018-01-10,20180110,Jan,2018-08-10,EB-13840,OFF-PA-10004530,228,91.84
568,CA-2018-156951,2018-01-10,20180110,Jan,2018-08-10,EB-13840,OFF-BI-10001107,228,81.09
569,CA-2018-156951,2018-01-10,20180110,Jan,2018-08-10,EB-13840,OFF-PA-10004451,228,19.44
570,CA-2018-156951,2018-01-10,20180110,Jan,2018-08-10,EB-13840,FUR-CH-10004997,228,451.15
575,CA-2017-127250,2017-03-11,20170311,Mar,2017-07-11,SF-20200,OFF-AR-10003394,234,8.82
582,CA-2018-145233,2018-01-12,20180112,Jan,2018-05-12,DV-13465,TEC-PH-10004977,130,470.38
583,CA-2018-145233,2018-01-12,20180112,Jan,2018-05-12,DV-13465,TEC-PH-10000586,130,105.58
584,CA-2018-145233,2018-01-12,20180112,Jan,2018-05-12,DV-13465,OFF-AP-10000358,130,31.15
585,CA-2018-145233,2018-01-12,20180112,Jan,2018-05-12,DV-13465,OFF-BI-10002764,130,6.78
586,CA-2018-145233,2018-01-12,20180112,Jan,2018-05-12,DV-13465,TEC-PH-10001254,130,406.37
587,CA-2016-128139,2016-03-07,20160307,Mar,2016-09-07,BD-11725,FUR-CH-10003956,46,70.98
588,CA-2016-128139,2016-03-07,20160307,Mar,2016-09-07,BD-11725,OFF-LA-10003930,46,294.93
636,CA-2016-168004,2016-04-10,20160410,Apr,2016-09-10,DJ-13420,FUR-CH-10001482,92,392.94
647,CA-2017-103947,2017-01-04,20170104,Jan,2017-08-04,BB-10990,OFF-FA-10003112,195,31.56
648,CA-2017-103947,2017-01-04,20170104,Jan,2017-08-04,BB-10990,OFF-AP-10002350,195,30.14
665,CA-2017-143308,2017-04-11,20170411,Apr,2017-04-11,RC-19825,OFF-FA-10000621,43,10.74
666,CA-2018-132682,2018-08-06,20180806,Aug,2018-10-06,TH-21235,OFF-SU-10004231,324,23.76
667,CA-2018-132682,2018-08-06,20180806,Aug,2018-10-06,TH-21235,OFF-PA-10000474,324,85.06
668,CA-2018-132682,2018-08-06,20180806,Aug,2018-10-06,TH-21235,TEC-PH-10004042,324,381.58
674,CA-2018-130351,2018-05-12,20180512,May,2018-08-12,RB-19570,OFF-AP-10004532,54,61.44
675,CA-2018-130351,2018-05-12,20180512,May,2018-08-12,RB-19570,OFF-PA-10002137,54,38.90
676,CA-2018-130351,2018-05-12,20180512,May,2018-08-12,RB-19570,TEC-AC-10003832,54,99.39
684,US-2018-168116,2018-04-11,20180411,Apr,2018-04-11,GT-14635,TEC-MA-10004125,433,7999.98
685,US-2018-168116,2018-04-11,20180411,Apr,2018-04-11,GT-14635,OFF-AP-10002457,433,167.44
686,CA-2015-157784,2015-05-07,20150507,May,2015-08-07,MC-17845,TEC-AC-10003911,436,479.97
687,CA-2015-157784,2015-05-07,20150507,May,2015-08-07,MC-17845,OFF-LA-10001934,436,14.62
688,CA-2015-157784,2015-05-07,20150507,May,2015-08-07,MC-17845,OFF-PA-10000304,436,19.44
702,CA-2018-114552,2018-02-09,20180209,Feb,2018-08-09,Dl-13600,FUR-FU-10002960,382,15.07
703,CA-2017-163755,2017-04-11,20170411,Apr,2017-08-11,AS-10285,FUR-FU-10003394,229,209.88
708,CA-2015-112158,2015-02-12,20150212,Feb,2015-04-12,DP-13165,TEC-AC-10003628,401,119.96
709,CA-2015-112158,2015-02-12,20150212,Feb,2015-04-12,DP-13165,FUR-BO-10003272,401,883.92
710,CA-2015-112158,2015-02-12,20150212,Feb,2015-04-12,DP-13165,OFF-BI-10000050,401,46.72
711,CA-2015-113887,2015-05-04,20150504,May,2015-07-04,TH-21550,OFF-PA-10004071,401,55.48
712,CA-2018-146136,2018-03-09,20180309,Mar,2018-07-09,AP-10915,OFF-EN-10001219,114,24.45
716,CA-2015-153150,2015-01-07,20150107,Jan,2015-06-07,Dl-13600,OFF-BI-10003355,228,19.92
719,CA-2015-104472,2015-02-06,20150206,Feb,2015-07-06,CK-12325,OFF-BI-10001658,251,59.81
720,CA-2015-104472,2015-02-06,20150206,Feb,2015-07-06,CK-12325,FUR-FU-10000246,251,73.32
725,CA-2017-114713,2017-07-07,20170707,Jul,2017-12-07,SC-20695,OFF-SU-10004664,102,45.58
728,US-2017-150861,2017-03-12,20170312,Mar,2017-06-12,EG-13900,OFF-PA-10001954,394,182.72
729,US-2017-150861,2017-03-12,20170312,Mar,2017-06-12,EG-13900,FUR-TA-10002228,394,400.03
730,US-2017-150861,2017-03-12,20170312,Mar,2017-06-12,EG-13900,OFF-ST-10004634,394,33.63
731,US-2017-150861,2017-03-12,20170312,Mar,2017-06-12,EG-13900,FUR-CH-10002965,394,542.65
732,US-2017-150861,2017-03-12,20170312,Mar,2017-06-12,EG-13900,OFF-LA-10001317,394,6.30
739,CA-2015-132500,2015-08-09,20150809,Aug,2015-12-09,GZ-14470,TEC-AC-10001383,153,49.98
740,CA-2015-112326,2015-04-01,20150401,Apr,2015-08-01,PO-19195,OFF-LA-10003223,67,11.78
741,CA-2015-112326,2015-04-01,20150401,Apr,2015-08-01,PO-19195,OFF-ST-10002743,67,272.74
742,CA-2015-112326,2015-04-01,20150401,Apr,2015-08-01,PO-19195,OFF-BI-10004094,67,3.54
750,CA-2018-126074,2018-02-10,20180210,Feb,2018-06-10,RF-19735,OFF-BI-10003638,23,58.05
751,CA-2018-126074,2018-02-10,20180210,Feb,2018-06-10,RF-19735,FUR-FU-10003577,23,157.74
752,CA-2018-126074,2018-02-10,20180210,Feb,2018-06-10,RF-19735,OFF-AR-10003478,23,56.98
753,CA-2018-126074,2018-02-10,20180210,Feb,2018-06-10,RF-19735,OFF-BI-10000546,23,2.88
754,CA-2017-110499,2017-07-04,20170704,Jul,2017-09-04,YC-21895,TEC-CO-10002095,153,1199.98
755,CA-2016-135272,2016-07-12,20160712,Jul,2016-12-12,MS-17830,FUR-FU-10002759,184,79.92
762,CA-2018-126046,2018-03-11,20180311,Mar,2018-07-11,JC-16105,OFF-LA-10004484,90,12.39
782,US-2016-157014,2016-03-10,20160310,Mar,2016-06-10,BM-11785,OFF-BI-10001098,378,32.07
783,US-2016-157014,2016-03-10,20160310,Mar,2016-06-10,BM-11785,TEC-AC-10002167,378,24.00
784,US-2016-157014,2016-03-10,20160310,Mar,2016-06-10,BM-11785,FUR-BO-10004409,378,35.49
785,US-2016-157014,2016-03-10,20160310,Mar,2016-06-10,BM-11785,TEC-AC-10000057,378,47.98
806,CA-2015-134313,2015-01-11,20150111,Jan,2015-07-11,RA-19915,OFF-AR-10001897,130,43.18
807,CA-2015-134313,2015-01-11,20150111,Jan,2015-07-11,RA-19915,TEC-PH-10001795,130,1983.97
808,CA-2016-140921,2016-03-02,20160302,Mar,2016-05-02,AA-10375,FUR-FU-10003347,421,28.40
809,CA-2016-140921,2016-03-02,20160302,Mar,2016-05-02,AA-10375,TEC-AC-10004901,421,149.97
838,US-2018-156083,2018-04-11,20180411,Apr,2018-11-11,JL-15175,OFF-PA-10001560,343,9.66
839,US-2017-137547,2017-07-03,20170703,Jul,2017-12-03,EB-13705,TEC-PH-10002365,310,21.07
843,CA-2017-161669,2017-07-11,20170711,Jul,2017-09-11,EM-14095,OFF-BI-10001294,184,37.44
844,CA-2017-161669,2017-07-11,20170711,Jul,2017-09-11,EM-14095,OFF-BI-10001636,184,26.98
845,CA-2017-161669,2017-07-11,20170711,Jul,2017-09-11,EM-14095,OFF-SU-10002503,184,11.36
846,CA-2017-161669,2017-07-11,20170711,Jul,2017-09-11,EM-14095,OFF-LA-10004093,184,14.62
849,CA-2018-107503,2018-01-01,20180101,Jan,2018-06-01,GA-14725,FUR-FU-10003878,388,48.90
850,CA-2015-107755,2015-07-02,20150702,Jul,2015-12-02,CK-12760,TEC-AC-10000710,410,115.36
856,CA-2015-125612,2015-03-08,20150308,Mar,2015-08-08,BK-11260,OFF-PA-10001019,401,39.96
857,CA-2015-125612,2015-03-08,20150308,Mar,2015-08-08,BK-11260,OFF-SU-10002537,401,102.30
858,CA-2015-125612,2015-03-08,20150308,Mar,2015-08-08,BK-11260,OFF-ST-10003221,401,21.36
863,CA-2017-134474,2017-05-01,20170501,May,2017-07-01,AJ-10795,TEC-AC-10001714,115,191.47
864,CA-2017-134474,2017-05-01,20170501,May,2017-07-01,AJ-10795,OFF-AR-10003958,115,5.25
865,CA-2017-134474,2017-05-01,20170501,May,2017-07-01,AJ-10795,TEC-PH-10002923,115,59.18
869,CA-2015-136742,2015-06-04,20150604,Jun,2015-10-04,GP-14740,OFF-BI-10003719,362,44.91
870,CA-2017-158099,2017-03-09,20170309,Mar,2017-05-09,PK-18910,OFF-BI-10000545,358,1141.47
871,CA-2017-158099,2017-03-09,20170309,Mar,2017-05-09,PK-18910,TEC-PH-10002496,358,280.78
895,CA-2017-105494,2017-10-11,20171011,Oct,2017-12-11,PC-18745,OFF-ST-10002205,154,155.82
896,CA-2017-105494,2017-10-11,20171011,Oct,2017-12-11,PC-18745,OFF-BI-10003364,154,70.01
897,CA-2017-140634,2017-03-10,20170310,Mar,2017-06-10,HL-15040,OFF-EN-10001099,338,15.65
900,US-2017-114622,2017-10-04,20171004,Oct,2017-12-04,JR-16210,OFF-BI-10004716,375,8.90
904,CA-2017-130477,2017-08-04,20170804,Aug,2017-12-04,LC-17140,OFF-PA-10002947,183,20.04
