PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
OFF-PA-10003892,Office Supplies,Paper,Xerox 1943
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table
OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame
TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge
FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames
OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder
OFF-PA-10000029,Office Supplies,Paper,Xerox 224
TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine
OFF-PA-10003172,Office Supplies,Paper,Xerox 1996
OFF-ST-10002352,Office Supplies,Storage,Iris Project Case
OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener
OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders
OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders
OFF-LA-10002312,Office Supplies,Labels,Avery 490
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal
OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"
OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders
OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
OFF-PA-10002262,Office Supplies,Paper,Xerox 192
OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders
TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone
OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack"
OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers
OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count"
OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets
OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit
OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"
TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"
OFF-LA-10001641,Office Supplies,Labels,Avery 518
OFF-AR-10003732,Office Supplies,Art,Newell 333
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard
OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
OFF-PA-10000788,Office Supplies,Paper,Xerox 210
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
OFF-PA-10003893,Office Supplies,Paper,Xerox 1962
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster
FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
OFF-LA-10002034,Office Supplies,Labels,Avery 478
OFF-SU-10001935,Office Supplies,Supplies,Staple remover
OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables
OFF-LA-10000443,Office Supplies,Labels,Avery 501
TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini
OFF-PA-10003729,Office Supplies,Paper,Xerox 1998
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels
TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810
TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone
OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
OFF-AR-10001446,Office Supplies,Art,Newell 309
OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891
OFF-ST-10002562,Office Supplies,Storage,Staple magnet
OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
TEC-PH-10003885,Technology,Phones,Cisco SPA508G
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters
TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils
TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset
OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
TEC-PH-10001615,Technology,Phones,AT&T CL82213
FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes
FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers
FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair
TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
OFF-AR-10000940,Office Supplies,Art,Newell 343
OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
OFF-AR-10004078,Office Supplies,Art,Newell 312
TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips
OFF-PA-10003919,Office Supplies,Paper,Xerox 1989
FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats
FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray"
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
OFF-PA-10003971,Office Supplies,Paper,Xerox 1965
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair
OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack
OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders
OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
OFF-PA-10001184,Office Supplies,Paper,Xerox 1903
FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope
TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"
OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
OFF-LA-10004545,Office Supplies,Labels,Avery 50
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
OFF-AR-10001473,Office Supplies,Art,Newell 313
OFF-PA-10004285,Office Supplies,Paper,Xerox 1959
OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector
TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files
OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs
TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer
OFF-PA-10001972,Office Supplies,Paper,Xerox 214
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
OFF-PA-10000223,Office Supplies,Paper,Xerox 2000
FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers
OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones
OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems
OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders
FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files
OFF-AR-10001683,Office Supplies,Art,Lumber Crayons
OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes
OFF-PA-10004100,Office Supplies,Paper,Xerox 216
OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote
OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone
FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders
OFF-PA-10003039,Office Supplies,Paper,Xerox 1960
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball
TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax
OFF-LA-10002195,Office Supplies,Labels,Avery 481
FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886
OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"
OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray"
OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope
FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer
OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray"
OFF-AR-10001955,Office Supplies,Art,Newell 319
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
OFF-PA-10004983,Office Supplies,Paper,Xerox 23
TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone
OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box"
FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black"
TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone
OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
OFF-AR-10000127,Office Supplies,Art,Newell 321
OFF-LA-10002787,Office Supplies,Labels,Avery 480
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips
TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705
FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946
OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock"
OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'"
FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone
FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair
TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier
OFF-AP-10002222,Office Supplies,Appliances,Staple holder
OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset
TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium
OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener
OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving
OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes
OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books
OFF-PA-10002581,Office Supplies,Paper,Xerox 1951
OFF-PA-10004255,Office Supplies,Paper,Xerox 219
TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library
FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets
OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm
TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame"
TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949
TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables
OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers"
OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases
OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener
OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand"
OFF-LA-10001569,Office Supplies,Labels,Avery 499
OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards
OFF-PA-10000357,Office Supplies,Paper,Xerox 1888
OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers
TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers
OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
OFF-FA-10001843,Office Supplies,Fasteners,Staples
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames
FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
OFF-LA-10003663,Office Supplies,Labels,Avery 498
OFF-LA-10004689,Office Supplies,Labels,Avery 512
OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs
FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B"
OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
OFF-SU-10001225,Office Supplies,Supplies,Staple remover
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971
OFF-LA-10001771,Office Supplies,Labels,Avery 513
OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
OFF-AR-10002255,Office Supplies,Art,Newell 346
OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders
TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
TEC-PH-10002834,Technology,Phones,Google Nexus 5
OFF-PA-10001736,Office Supplies,Paper,Xerox 1880
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB
OFF-PA-10002160,Office Supplies,Paper,Xerox 1978
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
OFF-PA-10001800,Office Supplies,Paper,Xerox 220
OFF-PA-10000213,Office Supplies,Paper,Xerox 198
FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders
OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
